Activity Period,Operating Airline,Passenger Count
200902,Air Canada,16387
200902,Air China,3972
200902,Air China,3800
200902,Air France,5523
200902,Air France,5654
200902,Air New Zealand,5516
200902,Air New Zealand,6396
200902,AirTran Airways,2404
200902,AirTran Airways,2622
200902,Alaska Airlines,32125
200902,Alaska Airlines,33613
200902,Alaska Airlines,6085
200902,Alaska Airlines,6344
200902,All Nippon Airways,4065
200902,All Nippon Airways,4013
200902,American Airlines,107282
200902,American Airlines,104602
200902,American Eagle Airlines,3226
200902,American Eagle Airlines,3065
200902,Asiana Airlines,4041
200902,Asiana Airlines,4013
200902,British Airways,11577
200902,British Airways,10520
200902,Cathay Pacific,15004
200902,Cathay Pacific,15808
200902,China Airlines,7442
200902,China Airlines,8063
200902,Delta Air Lines,47196
200902,Delta Air Lines,45497
200902,EVA Airways,9638
200902,EVA Airways,9412
200902,Emirates,2502
200902,Emirates,2278
200902,Frontier Airlines,10447
200902,Frontier Airlines,9320
200902,Hawaiian Airlines,6455
200902,Hawaiian Airlines,8400
200902,Horizon Air,3782
200902,Horizon Air,3405
200902,Japan Airlines,4783
200902,Japan Airlines,5081
200902,JetBlue Airways,11518
200902,JetBlue Airways,10942
200902,KLM Royal Dutch Airlines,5107
200902,KLM Royal Dutch Airlines,4578
200902,Korean Air Lines,3722
200902,Korean Air Lines,3809
200902,Lufthansa German Airlines,14177
200902,Lufthansa German Airlines,13568
200902,Mesaba Airlines,1653
200902,Mesaba Airlines,1511
200902,Mexicana Airlines,9164
200902,Mexicana Airlines,9642
200902,Midwest Airlines,2001
200902,Midwest Airlines,2005
200902,Northwest Airlines,36083
200902,Northwest Airlines,34574
200902,Northwest Airlines,2393
200902,Northwest Airlines,5231
200902,Northwest Airlines,4487
200902,Philippine Airlines,9672
200902,Philippine Airlines,7570
200902,Qantas Airways,3642
200902,Qantas Airways,4462
200902,Singapore Airlines,9159
200902,Singapore Airlines,10970
200902,SkyWest Airlines,4764
200902,SkyWest Airlines,4752
200902,SkyWest Airlines,71672
200902,SkyWest Airlines,71347
200902,SkyWest Airlines,1182
200902,SkyWest Airlines,9220
200902,SkyWest Airlines,9949
200902,Southwest Airlines,81732
200902,Southwest Airlines,81650
200902,Southwest Airlines,4
200902,TACA,3727
200902,TACA,3789
200902,US Airways,48203
200902,US Airways,50798
200902,United Airlines,40608
200902,United Airlines,39824
200902,United Airlines - Pre 07/01/2013,9459
200902,United Airlines - Pre 07/01/2013,4567
200902,United Airlines - Pre 07/01/2013,16099
200902,United Airlines - Pre 07/01/2013,15982
200902,United Airlines - Pre 07/01/2013,193
200902,United Airlines - Pre 07/01/2013,305874
200902,United Airlines - Pre 07/01/2013,303663
200902,United Airlines - Pre 07/01/2013,3854
200902,United Airlines - Pre 07/01/2013,44539
200902,United Airlines - Pre 07/01/2013,48139
200902,United Airlines - Pre 07/01/2013,1945
200902,United Airlines - Pre 07/01/2013,6438
200902,United Airlines - Pre 07/01/2013,8041
200902,United Airlines - Pre 07/01/2013,258
200902,United Airlines - Pre 07/01/2013,10450
200902,United Airlines - Pre 07/01/2013,10768
200902,United Airlines - Pre 07/01/2013,15987
200902,United Airlines - Pre 07/01/2013,15232
200902,United Airlines - Pre 07/01/2013,290
200902,United Airlines - Pre 07/01/2013,6225
200902,United Airlines - Pre 07/01/2013,7313
200902,United Airlines - Pre 07/01/2013,45
200902,Virgin America,70879
200902,Virgin America,71228
200902,Virgin Atlantic,6472
200902,Virgin Atlantic,6075
200903,Aer Lingus,3250
200903,Aer Lingus,3446
200903,Aeromexico,2941
200903,Aeromexico,2786
200903,Air Canada,17490
200903,Air Canada,18174
200903,Air China,4429
200903,Air China,4441
200903,Air France,7837
200903,Air France,7939
200903,Air New Zealand,7070
200903,Air New Zealand,4898
200903,AirTran Airways,3687
200903,AirTran Airways,3971
200903,Alaska Airlines,38715
200903,Alaska Airlines,38979
200903,Alaska Airlines,7369
200903,Alaska Airlines,6752
200903,All Nippon Airways,4697
200903,All Nippon Airways,4932
200903,American Airlines,130761
200903,American Airlines,130973
200903,American Eagle Airlines,5706
200903,American Eagle Airlines,5337
200903,Asiana Airlines,4319
200903,Asiana Airlines,3748
200903,British Airways,15706
200903,British Airways,14493
200903,Cathay Pacific,18153
200903,Cathay Pacific,17839
200903,China Airlines,10519
200903,China Airlines,10153
200903,Delta Air Lines,57895
200903,Delta Air Lines,57242
200903,EVA Airways,10914
200903,EVA Airways,10428
200903,Emirates,3353
200903,Emirates,2704
200903,Frontier Airlines,13354
200903,Frontier Airlines,11175
200903,Hawaiian Airlines,7672
200903,Hawaiian Airlines,7104
200903,Horizon Air,4753
200903,Horizon Air,4096
200903,Japan Airlines,5246
200903,Japan Airlines,6499
200903,JetBlue Airways,14254
200903,JetBlue Airways,13874
200903,KLM Royal Dutch Airlines,7483
200903,KLM Royal Dutch Airlines,6508
200903,Korean Air Lines,4057
200903,Korean Air Lines,3870
200903,Lufthansa German Airlines,17266
200903,Lufthansa German Airlines,17019
200903,Mesaba Airlines,1583
200903,Mesaba Airlines,1597
200903,Mexicana Airlines,10908
200903,Mexicana Airlines,10794
200903,Midwest Airlines,2551
200903,Midwest Airlines,2595
200903,Northwest Airlines,41927
200903,Northwest Airlines,41351
200903,Northwest Airlines,2585
200903,Northwest Airlines,5676
200903,Northwest Airlines,5453
200903,Philippine Airlines,9753
200903,Philippine Airlines,8463
200903,Qantas Airways,5328
200903,Qantas Airways,3548
200903,Singapore Airlines,11139
200903,Singapore Airlines,11832
200903,SkyWest Airlines,4639
200903,SkyWest Airlines,4792
200903,SkyWest Airlines,92421
200903,SkyWest Airlines,90398
200903,SkyWest Airlines,1430
200903,SkyWest Airlines,10729
200903,SkyWest Airlines,12899
200903,Southwest Airlines,103739
200903,Southwest Airlines,103359
200903,Southwest Airlines,55
200903,TACA,4169
200903,TACA,4259
200903,US Airways,61484
200903,US Airways,64907
200903,United Airlines,51157
200903,United Airlines,51856
200903,United Airlines - Pre 07/01/2013,14073
200903,United Airlines - Pre 07/01/2013,7475
200903,United Airlines - Pre 07/01/2013,19672
200903,United Airlines - Pre 07/01/2013,20188
200903,United Airlines - Pre 07/01/2013,231
200903,United Airlines - Pre 07/01/2013,373760
200903,United Airlines - Pre 07/01/2013,383555
200903,United Airlines - Pre 07/01/2013,4412
200903,United Airlines - Pre 07/01/2013,57304
200903,United Airlines - Pre 07/01/2013,54958
200903,United Airlines - Pre 07/01/2013,2363
200903,United Airlines - Pre 07/01/2013,8804
200903,United Airlines - Pre 07/01/2013,7094
200903,United Airlines - Pre 07/01/2013,211
200903,United Airlines - Pre 07/01/2013,11616
200903,United Airlines - Pre 07/01/2013,12769
200903,United Airlines - Pre 07/01/2013,2
200903,United Airlines - Pre 07/01/2013,20647
200903,United Airlines - Pre 07/01/2013,22551
200903,United Airlines - Pre 07/01/2013,498
200903,United Airlines - Pre 07/01/2013,8037
200903,United Airlines - Pre 07/01/2013,8269
200903,United Airlines - Pre 07/01/2013,17
200903,Virgin America,91393
200903,Virgin America,92696
200903,Virgin Atlantic,7913
200903,Virgin Atlantic,7758
200904,Aer Lingus,3442
200904,Aer Lingus,3596
200904,Aeromexico,3160
200904,Aeromexico,2815
200904,Air Canada,18296
200904,Air Canada,18077
200904,Air China,5533
200904,Air China,5275
200904,Air France,11512
200904,Air France,12522
200904,Air New Zealand,5927
200904,Air New Zealand,4296
200904,AirTran Airways,5735
200904,AirTran Airways,6006
200904,Alaska Airlines,38913
200904,Alaska Airlines,41835
200904,Alaska Airlines,7822
200904,Alaska Airlines,7512
200904,All Nippon Airways,5776
200904,All Nippon Airways,5986
200904,American Airlines,139297
200904,American Airlines,137773
200904,American Eagle Airlines,5469
200904,American Eagle Airlines,5072
200904,Asiana Airlines,3935
200904,Asiana Airlines,3755
200904,British Airways,15797
200904,British Airways,17347
200904,Cathay Pacific,22148
200904,Cathay Pacific,20108
200904,China Airlines,10796
200904,China Airlines,10332
200904,Delta Air Lines,68444
200904,Delta Air Lines,66317
200904,EVA Airways,12017
200904,EVA Airways,10861
200904,Emirates,3342
200904,Emirates,3048
200904,Frontier Airlines,13232
200904,Frontier Airlines,12336
200904,Hawaiian Airlines,7136
200904,Hawaiian Airlines,7139
200904,Horizon Air,4762
200904,Horizon Air,4558
200904,Japan Airlines,6287
200904,Japan Airlines,5490
200904,JetBlue Airways,14872
200904,JetBlue Airways,14305
200904,KLM Royal Dutch Airlines,11341
200904,KLM Royal Dutch Airlines,10967
200904,Korean Air Lines,3768
200904,Korean Air Lines,3512
200904,Lufthansa German Airlines,16659
200904,Lufthansa German Airlines,16969
200904,Mesaba Airlines,1971
200904,Mesaba Airlines,2234
200904,Mexicana Airlines,11280
200904,Mexicana Airlines,10821
200904,Midwest Airlines,2771
200904,Midwest Airlines,2799
200904,Northwest Airlines,46159
200904,Northwest Airlines,46849
200904,Northwest Airlines,914
200904,Northwest Airlines,5670
200904,Northwest Airlines,4215
200904,Philippine Airlines,11398
200904,Philippine Airlines,9047
200904,Qantas Airways,5631
200904,Qantas Airways,4270
200904,Singapore Airlines,11594
200904,Singapore Airlines,11004
200904,SkyWest Airlines,3882
200904,SkyWest Airlines,3990
200904,SkyWest Airlines,93595
200904,SkyWest Airlines,92708
200904,SkyWest Airlines,2410
200904,SkyWest Airlines,9264
200904,SkyWest Airlines,12672
200904,Southwest Airlines,108403
200904,Southwest Airlines,107353
200904,Southwest Airlines,14
200904,Sun Country Airlines,549
200904,Sun Country Airlines,481
200904,TACA,3905
200904,TACA,3796
200904,US Airways,67801
200904,US Airways,70483
200904,United Airlines,55284
200904,United Airlines,55128
200904,United Airlines - Pre 07/01/2013,9855
200904,United Airlines - Pre 07/01/2013,3526
200904,United Airlines - Pre 07/01/2013,19296
200904,United Airlines - Pre 07/01/2013,19749
200904,United Airlines - Pre 07/01/2013,288
200904,United Airlines - Pre 07/01/2013,366632
200904,United Airlines - Pre 07/01/2013,375229
200904,United Airlines - Pre 07/01/2013,5477
200904,United Airlines - Pre 07/01/2013,59187
200904,United Airlines - Pre 07/01/2013,50724
200904,United Airlines - Pre 07/01/2013,2283
200904,United Airlines - Pre 07/01/2013,9314
200904,United Airlines - Pre 07/01/2013,6864
200904,United Airlines - Pre 07/01/2013,256
200904,United Airlines - Pre 07/01/2013,10998
200904,United Airlines - Pre 07/01/2013,11883
200904,United Airlines - Pre 07/01/2013,36
200904,United Airlines - Pre 07/01/2013,27970
200904,United Airlines - Pre 07/01/2013,29221
200904,United Airlines - Pre 07/01/2013,945
200904,United Airlines - Pre 07/01/2013,8237
200904,United Airlines - Pre 07/01/2013,7827
200904,United Airlines - Pre 07/01/2013,40
200904,Virgin America,87155
200904,Virgin America,89862
200904,Virgin Atlantic,8626
200904,Virgin Atlantic,9921
200905,Aer Lingus,2915
200905,Aer Lingus,3149
200905,Aeromexico,2094
200905,Aeromexico,2235
200905,Air Canada,22467
200905,Air Canada,26893
200905,Air China,4880
200905,Air China,5475
200905,Air France,12259
200905,Air France,12981
200905,Air New Zealand,6194
200905,Air New Zealand,4842
200905,AirTran Airways,12854
200905,AirTran Airways,12642
200905,Alaska Airlines,35121
200905,Alaska Airlines,37557
200905,Alaska Airlines,5994
200905,Alaska Airlines,5603
200905,All Nippon Airways,4549
200905,All Nippon Airways,5457
200905,American Airlines,142135
200905,American Airlines,139242
200905,American Eagle Airlines,5448
200905,American Eagle Airlines,5075
200905,Asiana Airlines,4273
200905,Asiana Airlines,4884
200905,British Airways,16380
200905,British Airways,18273
200905,Cathay Pacific,20156
200905,Cathay Pacific,20384
200905,China Airlines,10517
200905,China Airlines,10521
200905,Delta Air Lines,70074
200905,Delta Air Lines,68431
200905,EVA Airways,10678
200905,EVA Airways,11339
200905,Emirates,6243
200905,Emirates,5875
200905,Frontier Airlines,14414
200905,Frontier Airlines,13140
200905,Hawaiian Airlines,7176
200905,Hawaiian Airlines,7273
200905,Horizon Air,6314
200905,Horizon Air,6660
200905,Japan Airlines,4675
200905,Japan Airlines,5603
200905,JetBlue Airways,21978
200905,JetBlue Airways,22186
200905,KLM Royal Dutch Airlines,10891
200905,KLM Royal Dutch Airlines,11564
200905,Korean Air Lines,3603
200905,Korean Air Lines,4095
200905,Lufthansa German Airlines,17056
200905,Lufthansa German Airlines,17529
200905,Mesaba Airlines,2411
200905,Mesaba Airlines,2644
200905,Mexicana Airlines,6433
200905,Mexicana Airlines,6915
200905,Miami Air International,55
200905,Miami Air International,53
200905,Midwest Airlines,2808
200905,Midwest Airlines,2829
200905,Northwest Airlines,52742
200905,Northwest Airlines,53677
200905,Northwest Airlines,514
200905,Northwest Airlines,4457
200905,Northwest Airlines,5878
200905,Philippine Airlines,9703
200905,Philippine Airlines,9453
200905,Qantas Airways,5443
200905,Qantas Airways,4556
200905,Singapore Airlines,10526
200905,Singapore Airlines,14420
200905,SkyWest Airlines,3724
200905,SkyWest Airlines,3715
200905,SkyWest Airlines,95395
200905,SkyWest Airlines,95703
200905,SkyWest Airlines,2328
200905,SkyWest Airlines,10957
200905,SkyWest Airlines,12538
200905,Southwest Airlines,127300
200905,Southwest Airlines,128496
200905,Southwest Airlines,4
200905,Sun Country Airlines,1502
200905,Sun Country Airlines,1525
200905,TACA,4086
200905,TACA,3964
200905,US Airways,77112
200905,US Airways,76849
200905,United Airlines,60776
200905,United Airlines,60408
200905,United Airlines - Pre 07/01/2013,6962
200905,United Airlines - Pre 07/01/2013,3090
200905,United Airlines - Pre 07/01/2013,19984
200905,United Airlines - Pre 07/01/2013,20065
200905,United Airlines - Pre 07/01/2013,264
200905,United Airlines - Pre 07/01/2013,379700
200905,United Airlines - Pre 07/01/2013,381242
200905,United Airlines - Pre 07/01/2013,4994
200905,United Airlines - Pre 07/01/2013,52466
200905,United Airlines - Pre 07/01/2013,53723
200905,United Airlines - Pre 07/01/2013,1995
200905,United Airlines - Pre 07/01/2013,8066
200905,United Airlines - Pre 07/01/2013,6644
200905,United Airlines - Pre 07/01/2013,345
200905,United Airlines - Pre 07/01/2013,12540
200905,United Airlines - Pre 07/01/2013,13090
200905,United Airlines - Pre 07/01/2013,90
200905,United Airlines - Pre 07/01/2013,29303
200905,United Airlines - Pre 07/01/2013,31990
200905,United Airlines - Pre 07/01/2013,795
200905,United Airlines - Pre 07/01/2013,3276
200905,United Airlines - Pre 07/01/2013,2923
200905,United Airlines - Pre 07/01/2013,108
200905,Virgin America,94827
200905,Virgin America,97417
200905,Virgin Atlantic,9314
200905,Virgin Atlantic,9742
200906,Aer Lingus,3441
200906,Aer Lingus,4064
200906,Aeromexico,2677
200906,Aeromexico,3411
200906,Air Canada,24923
200906,Air Canada,29772
200906,Air China,5848
200906,Air China,5315
200906,Air France,12118
200906,Air France,12823
200906,Air New Zealand,5577
200906,Air New Zealand,5175
200906,AirTran Airways,19491
200906,AirTran Airways,19799
200906,Alaska Airlines,34919
200906,Alaska Airlines,36466
200906,Alaska Airlines,7371
200906,Alaska Airlines,7918
200906,All Nippon Airways,5416
200906,All Nippon Airways,6755
200906,American Airlines,141409
200906,American Airlines,142935
200906,American Eagle Airlines,5606
200906,American Eagle Airlines,5375
200906,Asiana Airlines,4157
200906,Asiana Airlines,4837
200906,British Airways,18492
200906,British Airways,19648
200906,Cathay Pacific,18157
200906,Cathay Pacific,19987
200906,China Airlines,9194
200906,China Airlines,11145
200906,Delta Air Lines,77259
200906,Delta Air Lines,78922
200906,EVA Airways,10932
200906,EVA Airways,12419
200906,Emirates,6604
200906,Emirates,7803
200906,Frontier Airlines,14233
200906,Frontier Airlines,14173
200906,Hawaiian Airlines,7230
200906,Hawaiian Airlines,7470
200906,Horizon Air,9102
200906,Horizon Air,9210
200906,Japan Airlines,5534
200906,Japan Airlines,7188
200906,JetBlue Airways,22532
200906,JetBlue Airways,23226
200906,KLM Royal Dutch Airlines,11824
200906,KLM Royal Dutch Airlines,12100
200906,Korean Air Lines,3809
200906,Korean Air Lines,4944
200906,Lufthansa German Airlines,17554
200906,Lufthansa German Airlines,18663
200906,Mesaba Airlines,277
200906,Mesaba Airlines,244
200906,Mexicana Airlines,7872
200906,Mexicana Airlines,10761
200906,Midwest Airlines,2736
200906,Midwest Airlines,2817
200906,Northwest Airlines,60406
200906,Northwest Airlines,61643
200906,Northwest Airlines,894
200906,Northwest Airlines,5089
200906,Northwest Airlines,6621
200906,Northwest Airlines,2871
200906,Philippine Airlines,8826
200906,Philippine Airlines,10757
200906,Qantas Airways,5558
200906,Qantas Airways,5241
200906,Singapore Airlines,11133
200906,Singapore Airlines,15503
200906,SkyWest Airlines,7459
200906,SkyWest Airlines,7654
200906,SkyWest Airlines,115130
200906,SkyWest Airlines,113999
200906,SkyWest Airlines,2236
200906,SkyWest Airlines,8216
200906,SkyWest Airlines,11771
200906,Southwest Airlines,129412
200906,Southwest Airlines,130511
200906,Southwest Airlines,10
200906,Sun Country Airlines,3226
200906,Sun Country Airlines,3513
200906,TACA,4792
200906,TACA,5401
200906,US Airways,77576
200906,US Airways,78031
200906,United Airlines,67991
200906,United Airlines,68527
200906,United Airlines - Pre 07/01/2013,10326
200906,United Airlines - Pre 07/01/2013,4743
200906,United Airlines - Pre 07/01/2013,20660
200906,United Airlines - Pre 07/01/2013,21245
200906,United Airlines - Pre 07/01/2013,295
200906,United Airlines - Pre 07/01/2013,392536
200906,United Airlines - Pre 07/01/2013,403640
200906,United Airlines - Pre 07/01/2013,5610
200906,United Airlines - Pre 07/01/2013,58137
200906,United Airlines - Pre 07/01/2013,63783
200906,United Airlines - Pre 07/01/2013,1783
200906,United Airlines - Pre 07/01/2013,8961
200906,United Airlines - Pre 07/01/2013,8768
200906,United Airlines - Pre 07/01/2013,352
200906,United Airlines - Pre 07/01/2013,14265
200906,United Airlines - Pre 07/01/2013,16111
200906,United Airlines - Pre 07/01/2013,53
200906,United Airlines - Pre 07/01/2013,30698
200906,United Airlines - Pre 07/01/2013,32790
200906,United Airlines - Pre 07/01/2013,487
200906,United Airlines - Pre 07/01/2013,7249
200906,United Airlines - Pre 07/01/2013,8670
200906,United Airlines - Pre 07/01/2013,160
200906,Virgin America,95473
200906,Virgin America,97846
200906,Virgin Atlantic,9802
200906,Virgin Atlantic,10177
200906,WestJet Airlines,1703
200906,WestJet Airlines,1616
200907,Aer Lingus,4333
200907,Aer Lingus,4251
200907,Aeromexico,3558
200907,Aeromexico,3459
200907,Aeromexico,465
200907,Aeromexico,269
200907,Air Canada,32129
200907,Air Canada,35940
200907,Air China,5796
200907,Air China,5335
200907,Air France,13309
200907,Air France,12742
200907,Air New Zealand,6196
200907,Air New Zealand,6493
200907,AirTran Airways,22574
200907,AirTran Airways,22274
200907,Alaska Airlines,37147
200907,Alaska Airlines,37868
200907,Alaska Airlines,5615
200907,Alaska Airlines,5595
200907,All Nippon Airways,7233
200907,All Nippon Airways,6581
200907,American Airlines,150289
200907,American Airlines,145690
200907,American Eagle Airlines,5795
200907,American Eagle Airlines,5304
200907,Asiana Airlines,5058
200907,Asiana Airlines,4790
200907,British Airways,20545
200907,British Airways,19949
200907,Cathay Pacific,21972
200907,Cathay Pacific,19796
200907,China Airlines,10703
200907,China Airlines,10276
200907,Delta Air Lines,87560
200907,Delta Air Lines,86613
200907,EVA Airways,13008
200907,EVA Airways,12222
200907,Emirates,7948
200907,Emirates,7135
200907,Frontier Airlines,15347
200907,Frontier Airlines,14915
200907,Hawaiian Airlines,7496
200907,Hawaiian Airlines,7538
200907,Horizon Air,9313
200907,Horizon Air,9559
200907,Japan Airlines,7410
200907,Japan Airlines,6432
200907,JetBlue Airways,25310
200907,JetBlue Airways,24209
200907,KLM Royal Dutch Airlines,12837
200907,KLM Royal Dutch Airlines,11841
200907,Korean Air Lines,5879
200907,Korean Air Lines,5475
200907,Lufthansa German Airlines,20107
200907,Lufthansa German Airlines,19266
200907,Mesaba Airlines,212
200907,Mesaba Airlines,175
200907,Mexicana Airlines,10973
200907,Mexicana Airlines,10640
200907,Midwest Airlines,2949
200907,Midwest Airlines,2908
200907,Northwest Airlines,68569
200907,Northwest Airlines,67890
200907,Northwest Airlines,1485
200907,Northwest Airlines,7256
200907,Northwest Airlines,6048
200907,Philippine Airlines,10388
200907,Philippine Airlines,9205
200907,Qantas Airways,6498
200907,Qantas Airways,6474
200907,Singapore Airlines,15006
200907,Singapore Airlines,14414
200907,SkyWest Airlines,8471
200907,SkyWest Airlines,8255
200907,SkyWest Airlines,116480
200907,SkyWest Airlines,116661
200907,SkyWest Airlines,2432
200907,SkyWest Airlines,10688
200907,SkyWest Airlines,13251
200907,Southwest Airlines,130729
200907,Southwest Airlines,127988
200907,Southwest Airlines,46
200907,Sun Country Airlines,3912
200907,Sun Country Airlines,3814
200907,TACA,5598
200907,TACA,5872
200907,US Airways,82809
200907,US Airways,80077
200907,United Airlines,76766
200907,United Airlines,74777
200907,United Airlines - Pre 07/01/2013,9999
200907,United Airlines - Pre 07/01/2013,5809
200907,United Airlines - Pre 07/01/2013,22303
200907,United Airlines - Pre 07/01/2013,22127
200907,United Airlines - Pre 07/01/2013,264
200907,United Airlines - Pre 07/01/2013,423758
200907,United Airlines - Pre 07/01/2013,420420
200907,United Airlines - Pre 07/01/2013,5009
200907,United Airlines - Pre 07/01/2013,69091
200907,United Airlines - Pre 07/01/2013,59533
200907,United Airlines - Pre 07/01/2013,1752
200907,United Airlines - Pre 07/01/2013,10245
200907,United Airlines - Pre 07/01/2013,10903
200907,United Airlines - Pre 07/01/2013,294
200907,United Airlines - Pre 07/01/2013,17250
200907,United Airlines - Pre 07/01/2013,16728
200907,United Airlines - Pre 07/01/2013,29
200907,United Airlines - Pre 07/01/2013,33931
200907,United Airlines - Pre 07/01/2013,32955
200907,United Airlines - Pre 07/01/2013,735
200907,United Airlines - Pre 07/01/2013,7096
200907,United Airlines - Pre 07/01/2013,6694
200907,United Airlines - Pre 07/01/2013,155
201103,Servisair,64
200907,Virgin America,110443
200907,Virgin America,111473
200907,Virgin Atlantic,10629
200907,Virgin Atlantic,9888
200907,WestJet Airlines,1624
200907,WestJet Airlines,1586
200907,World Airways,255
200907,World Airways,259
200908,Aer Lingus,4365
200908,Aer Lingus,4344
200908,Aeromexico,3530
200908,Aeromexico,3019
200908,Aeromexico,699
200908,Aeromexico,541
200908,Air Canada,36462
200908,Air Canada,35913
200908,Air China,5826
200908,Air China,5215
200908,Air France,13163
200908,Air France,13255
200908,Air New Zealand,5641
200908,Air New Zealand,5380
200908,AirTran Airways,20256
200908,AirTran Airways,20592
200908,Alaska Airlines,38309
200908,Alaska Airlines,36021
200908,Alaska Airlines,4662
200908,Alaska Airlines,4071
200908,All Nippon Airways,7530
200908,All Nippon Airways,5917
200908,American Airlines,148256
200908,American Airlines,146808
200908,American Eagle Airlines,5048
200908,American Eagle Airlines,4786
200908,Asiana Airlines,4964
200908,Asiana Airlines,4820
200908,British Airways,20059
200908,British Airways,20308
200908,Cathay Pacific,23279
200908,Cathay Pacific,16774
200908,China Airlines,12093
200908,China Airlines,9958
200908,Delta Air Lines,85548
200908,Delta Air Lines,84650
200908,EVA Airways,16186
200908,EVA Airways,12111
200908,Emirates,8133
200908,Emirates,6104
200908,Frontier Airlines,15557
200908,Frontier Airlines,15267
200908,Hawaiian Airlines,7870
200908,Hawaiian Airlines,7359
200908,Horizon Air,9369
200908,Horizon Air,9168
200908,Japan Airlines,7512
200908,Japan Airlines,7017
200908,JetBlue Airways,25497
200908,JetBlue Airways,24898
200908,KLM Royal Dutch Airlines,12645
200908,KLM Royal Dutch Airlines,12689
200908,Korean Air Lines,7896
200908,Korean Air Lines,7254
200908,Lufthansa German Airlines,20011
200908,Lufthansa German Airlines,19703
200908,Mexicana Airlines,11163
200908,Mexicana Airlines,9800
200908,Midwest Airlines,2820
200908,Midwest Airlines,2887
200908,Northwest Airlines,62770
200908,Northwest Airlines,64562
200908,Northwest Airlines,537
200908,Northwest Airlines,7497
200908,Northwest Airlines,5905
200908,Philippine Airlines,12581
200908,Philippine Airlines,7337
200908,Qantas Airways,6446
200908,Qantas Airways,5173
200908,Singapore Airlines,16238
200908,Singapore Airlines,12809
200908,SkyWest Airlines,8378
200908,SkyWest Airlines,8154
200908,SkyWest Airlines,115763
200908,SkyWest Airlines,116904
200908,SkyWest Airlines,2822
200908,SkyWest Airlines,10680
200908,SkyWest Airlines,14240
200908,Southwest Airlines,133504
200908,Southwest Airlines,132034
200908,Southwest Airlines,26
200908,Sun Country Airlines,3930
200908,Sun Country Airlines,3960
200908,TACA,5647
200908,TACA,4432
200908,US Airways,78754
200908,US Airways,78332
200908,United Airlines,77056
200908,United Airlines,77337
200908,United Airlines - Pre 07/01/2013,8708
200908,United Airlines - Pre 07/01/2013,4712
200908,United Airlines - Pre 07/01/2013,22295
200908,United Airlines - Pre 07/01/2013,22262
200908,United Airlines - Pre 07/01/2013,263
200908,United Airlines - Pre 07/01/2013,423601
200908,United Airlines - Pre 07/01/2013,422989
200908,United Airlines - Pre 07/01/2013,4979
200908,United Airlines - Pre 07/01/2013,71608
200908,United Airlines - Pre 07/01/2013,57691
200908,United Airlines - Pre 07/01/2013,1759
200908,United Airlines - Pre 07/01/2013,9822
200908,United Airlines - Pre 07/01/2013,8163
200908,United Airlines - Pre 07/01/2013,182
200908,United Airlines - Pre 07/01/2013,18727
200908,United Airlines - Pre 07/01/2013,17491
200908,United Airlines - Pre 07/01/2013,127
200908,United Airlines - Pre 07/01/2013,33590
200908,United Airlines - Pre 07/01/2013,33449
200908,United Airlines - Pre 07/01/2013,747
200908,United Airlines - Pre 07/01/2013,7497
200908,United Airlines - Pre 07/01/2013,7327
200908,United Airlines - Pre 07/01/2013,91
200908,Virgin America,117079
200908,Virgin America,117014
200908,Virgin Atlantic,10428
200908,Virgin Atlantic,10050
200908,WestJet Airlines,1598
200908,WestJet Airlines,1633
200909,Aer Lingus,2904
200909,Aer Lingus,2976
200909,Aeromexico,2323
200909,Aeromexico,2220
200909,Aeromexico,6
200909,Aeromexico,28
200909,Air Canada,26729
200909,Air Canada,31349
200909,Air China,5107
200909,Air China,4595
200909,Air France,12556
200909,Air France,12883
200909,Air New Zealand,4792
200909,Air New Zealand,5668
200909,AirTran Airways,12908
200909,AirTran Airways,13412
200909,Alaska Airlines,33264
200909,Alaska Airlines,33460
200909,Alaska Airlines,3597
200909,Alaska Airlines,3687
200909,All Nippon Airways,6331
200909,All Nippon Airways,6308
200909,American Airlines,135069
200909,American Airlines,138329
200909,American Eagle Airlines,1965
200909,American Eagle Airlines,1757
200909,Asiana Airlines,4203
200909,Asiana Airlines,5063
200909,British Airways,19325
200909,British Airways,19443
200909,Cathay Pacific,15937
200909,Cathay Pacific,15050
200909,China Airlines,9029
200909,China Airlines,8537
200909,Delta Air Lines,62470
200909,Delta Air Lines,65259
200909,EVA Airways,10596
200909,EVA Airways,9980
200909,Emirates,5819
200909,Emirates,5841
200909,Frontier Airlines,14528
200909,Frontier Airlines,13552
200909,Hawaiian Airlines,7055
200909,Hawaiian Airlines,6736
200909,Horizon Air,8779
200909,Horizon Air,8413
200909,Japan Airlines,6872
200909,Japan Airlines,6701
200909,JetBlue Airways,19966
200909,JetBlue Airways,21385
200909,KLM Royal Dutch Airlines,12011
200909,KLM Royal Dutch Airlines,12190
200909,Korean Air Lines,4536
200909,Korean Air Lines,4305
200909,Lufthansa German Airlines,18695
200909,Lufthansa German Airlines,18249
200909,Mexicana Airlines,6671
200909,Mexicana Airlines,7451
200909,Midwest Airlines,2527
200909,Midwest Airlines,2550
200909,Northwest Airlines,51065
200909,Northwest Airlines,52573
200909,Northwest Airlines,6368
200909,Northwest Airlines,5582
200909,Philippine Airlines,7985
200909,Philippine Airlines,6961
200909,Qantas Airways,5337
200909,Qantas Airways,4717
200909,Singapore Airlines,13386
200909,Singapore Airlines,11601
200909,SkyWest Airlines,10816
